encoder,learner,metric,delta_eta,mean_rep,ci_low_rep,ci_high_rep,mcse_rep,mean_short,ci_low_short,ci_high_short,mcse_short,mean_theoretical_gap,mean_abs_identity_error,scenario_group,n_scenarios,n_rows,M,target_mechanism,mean_roc_auc
count_pop,bayes_z_oracle,brier,0.0,0.011343514960901984,0.010812435461353383,0.011874594460450584,0.00027095892834112274,0.0,0.0,0.0,0.0,0.011343514960902103,1.3146666237194224e-16,1A,32,3200,,,
count_pop,bayes_z_oracle,brier,0.1,0.012385181627568654,0.01182698061991921,0.012943382635218097,0.0002847964324742052,0.0,0.0,0.0,0.0,0.012385181627568768,1.3176214134526243e-16,1A,32,3200,,,
count_pop,bayes_z_oracle,brier,0.3,0.020718514960901987,0.019912750940270115,0.02152427898153386,0.0004111040921591177,0.0,0.0,0.0,0.0,0.020718514960902105,1.3272911415784794e-16,1A,32,3200,,,
count_pop,bayes_z_oracle,logloss,0.0,0.02358339297195406,0.022470107636192182,0.02469667830771594,0.0005680027223274891,0.0,0.0,0.0,0.0,0.023583392971954376,3.5751592712245574e-16,1A,32,3200,,,
count_pop,bayes_z_oracle,logloss,0.1,0.025903573047343125,0.02472489441824908,0.027082251676437172,0.0006013666474969621,0.0,0.0,0.0,0.0,0.02590357304734344,3.5796896000070403e-16,1A,32,3200,,,
count_pop,bayes_z_oracle,logloss,0.3,0.04504543130771951,0.04326046514727509,0.046830397468163934,0.0009106970206349092,0.0,0.0,0.0,0.0,0.045045431307719826,3.5651677506595707e-16,1A,32,3200,,,
designed_merge,bayes_z_oracle,brier,0.0,-1.7954387976359952e-18,-2.5621962428369096e-18,-1.0286813524350808e-18,3.9120277816373186e-19,0.0,0.0,0.0,0.0,1.241902528760865e-33,1.3192572034803619e-17,1A,32,3200,,,
designed_merge,bayes_z_oracle,brier,0.1,0.002034105900902215,0.0020226113860980026,0.002045600415706427,5.864548369495973e-06,0.0,0.0,0.0,0.0,0.002034105900902225,1.849289764290635e-17,1A,32,3200,,,
designed_merge,bayes_z_oracle,brier,0.3,0.018306953108120246,0.01820350247488234,0.01841040374135815,5.2780935325461545e-05,0.0,0.0,0.0,0.0,0.018306953108120264,3.182783897548447e-17,1A,32,3200,,,
designed_merge,bayes_z_oracle,logloss,0.0,-5.898059818321144e-18,-8.368085364607057e-18,-3.4280342720352313e-18,1.2602171154519964e-18,0.0,0.0,0.0,0.0,2.97124899863975e-18,4.314007377709875e-17,1A,32,3200,,,
designed_merge,bayes_z_oracle,logloss,0.1,0.004502761270367841,0.004473853138072751,0.004531669402662931,1.4749047089331804e-05,0.0,0.0,0.0,0.0,0.004502761270367845,6.297940684588111e-17,1A,32,3200,,,
designed_merge,bayes_z_oracle,logloss,0.3,0.041692704510602224,0.04141710352682008,0.04196830549438437,0.00014061274682762728,0.0,0.0,0.0,0.0,0.041692704510602224,6.238499300481592e-17,1A,32,3200,,,
hash_column,bayes_z_oracle,brier,0.0,0.005411270684455099,0.00526582273074737,0.005556718638162828,7.420813964680049e-05,0.0,0.0,0.0,0.0,0.0054112706844550995,2.0935496693874003e-17,1A,32,9600,,,
hash_column,bayes_z_oracle,brier,0.1,0.005743059901729806,0.005593404203561948,0.005892715599897664,7.635494804482543e-05,0.0,0.0,0.0,0.0,0.005743059901729807,2.0707414522498138e-17,1A,32,9600,,,
hash_column,bayes_z_oracle,brier,0.3,0.008389210011285397,0.008195344502584977,0.008583075519985817,9.891097382674522e-05,0.0,0.0,0.0,0.0,0.008389210011285399,2.0154797025018283e-17,1A,32,9600,,,
hash_column,bayes_z_oracle,logloss,0.0,0.011390455798825545,0.011082582925832004,0.011698328671819086,0.00015707799642527618,0.0,0.0,0.0,0.0,0.011390455798825546,7.27212353504261e-17,1A,32,9600,,,
hash_column,bayes_z_oracle,logloss,0.1,0.012216270846642749,0.011896080756222584,0.012536460937062913,0.00016336229103069614,0.0,0.0,0.0,0.0,0.012216270846642749,7.152162066329898e-17,1A,32,9600,,,
hash_column,bayes_z_oracle,logloss,0.3,0.019161168795227123,0.018714535337560345,0.0196078022528939,0.0002278742130952957,0.0,0.0,0.0,0.0,0.019161168795227123,6.929348857219836e-17,1A,32,9600,,,
hash_shared,bayes_z_oracle,brier,0.0,0.016307840428813756,0.016069653856138007,0.016546027001489504,0.00012152376156925951,0.0,0.0,0.0,0.0,0.016307840428813763,2.4387786734561603e-17,1A,32,9600,,,
hash_shared,bayes_z_oracle,brier,0.1,0.017934676973002897,0.017692595373714662,0.018176758572291132,0.00012351102004501806,0.0,0.0,0.0,0.0,0.01793467697300291,2.5931360285331533e-17,1A,32,9600,,,
hash_shared,bayes_z_oracle,brier,0.3,0.030833310461837828,0.03055563825515145,0.031110982668524204,0.00014166949320733516,0.0,0.0,0.0,0.0,0.030833310461837835,2.5545158436474093e-17,1A,32,9600,,,
hash_shared,bayes_z_oracle,logloss,0.0,0.03405516235700739,0.03355000134729189,0.034560323366722885,0.0002577352090385182,0.0,0.0,0.0,0.0,0.03405516235700742,8.533428344915765e-17,1A,32,9600,,,
hash_shared,bayes_z_oracle,logloss,0.1,0.03772870622084522,0.037209378644795656,0.03824803379689478,0.0002649630490048799,0.0,0.0,0.0,0.0,0.03772870622084524,8.459620717335183e-17,1A,32,9600,,,
hash_shared,bayes_z_oracle,logloss,0.3,0.06791184428122962,0.06726040010317852,0.06856328845928072,0.0003323694785975048,0.0,0.0,0.0,0.0,0.06791184428122965,8.274829750807659e-17,1A,32,9600,,,
